Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-E2-A1B1-01	9.95E-01	1.42E+00	9.81E-01	1.54E+00	5.68E-01	0.00E+00	5.72E-01	6.06E-01	8.33E-01	4.68E-01
TCGA-E2-A1B4-01	1.71E-01	7.73E-01	5.86E-01	9.19E-01	8.58E-01	4.05E-01	8.12E-01	7.58E-01	9.71E-01	9.09E-01
TCGA-E2-A1B5-01	7.01E-01	7.35E-01	7.25E-01	3.94E-01	5.12E-01	5.01E-01	2.69E-01	7.97E-01	6.37E-01	2.53E-01
TCGA-E2-A1B6-01	5.58E-01	1.97E-01	7.98E-01	9.65E-01	1.04E+00	5.33E-01	1.61E+00	9.42E-01	6.39E-01	1.65E+00
TCGA-E2-A1BC-01	5.13E-01	1.00E-01	6.22E-01	4.37E-01	8.93E-01	4.88E-01	8.68E-01	9.73E-01	8.97E-01	9.46E-01
TCGA-E2-A1BD-01	2.74E-01	1.09E-01	1.23E+00	7.43E-01	8.05E-01	4.00E-01	5.59E-01	1.30E+00	8.61E-01	1.03E+00
TCGA-E2-A1IE-01	0.00E+00	0.00E+00	7.71E-01	3.99E-01	8.31E-01	4.33E-01	9.68E-01	7.10E-01	6.79E-01	7.59E-01
TCGA-E2-A1IF-01	0.00E+00	0.00E+00	4.80E-01	4.36E-01	5.63E-01	5.39E-01	2.83E-01	8.59E-01	4.30E-01	5.16E-01
TCGA-E2-A1IG-01	1.77E-01	8.55E-01	8.09E-01	9.12E-01	5.38E-01	6.14E-01	7.22E-01	1.00E+00	9.37E-01	7.86E-01
TCGA-E2-A1IH-01	9.42E-01	7.11E-01	7.28E-01	7.62E-01	8.88E-01	8.03E-01	7.29E-01	1.09E+00	9.05E-01	6.50E-01
TCGA-E2-A1II-01	3.72E-01	0.00E+00	6.20E-01	1.01E+00	9.39E-01	2.97E-01	1.16E+00	9.87E-01	8.26E-01	9.92E-01
TCGA-E2-A1IJ-01	1.47E-01	6.67E-02	6.28E-01	3.18E-01	4.15E-01	2.11E-01	2.21E-01	5.94E-01	4.25E-01	6.12E-01
TCGA-E2-A1IK-01	2.06E-01	3.33E-02	3.49E-01	4.17E-01	3.59E-01	5.35E-01	4.37E-01	5.45E-01	4.82E-01	4.44E-01
TCGA-E2-A1IL-01	0.00E+00	0.00E+00	6.95E-01	5.31E-01	6.73E-01	2.98E-01	8.18E-01	5.66E-01	9.10E-01	7.57E-01
TCGA-E2-A1IN-01	3.45E+00	2.30E+00	9.62E-01	3.36E+00	1.86E+00	7.52E-01	1.40E+00	1.26E+00	1.51E+00	1.26E+00
TCGA-E2-A1IO-01	0.00E+00	2.40E-01	6.61E-01	9.26E-02	1.77E-01	2.09E-01	1.83E-01	4.91E-01	4.21E-01	2.94E-01
TCGA-E2-A1IU-01	2.13E-01	5.71E-01	6.36E-01	7.02E-01	6.84E-01	1.90E-01	7.38E-01	5.05E-01	8.96E-01	6.53E-01
TCGA-E2-A1L6-01	0.00E+00	5.28E-01	7.88E-01	4.77E-01	6.53E-01	5.33E-01	5.44E-01	6.15E-01	7.64E-01	5.83E-01
TCGA-E2-A1L7-01	4.29E-01	3.86E-01	7.21E-01	1.20E+00	1.74E+00	8.61E-01	1.10E+00	1.27E+00	9.23E-01	1.62E+00
TCGA-E2-A1L8-01	3.30E-01	3.57E-01	5.31E-01	5.98E-01	8.77E-01	6.24E-01	6.26E-01	1.00E+00	1.13E+00	9.62E-01
TCGA-E2-A1L9-01	0.00E+00	4.14E-01	5.57E-01	3.63E-01	6.23E-01	7.24E-01	5.51E-01	3.07E-01	3.60E-01	4.94E-01
TCGA-E2-A1LA-01	8.86E-01	2.95E-01	7.43E-01	2.04E+00	1.40E+00	1.14E+00	2.21E+00	1.11E+00	1.30E+00	2.39E+00
TCGA-E2-A1LB-01	7.36E-01	1.00E+00	6.29E-01	1.17E+00	6.26E-01	4.56E-01	5.03E-01	7.11E-01	5.58E-01	5.68E-01
TCGA-E2-A1LG-01	3.83E+00	2.99E+00	8.09E-01	3.99E+00	3.76E+00	4.67E-01	3.73E-01	7.36E-01	2.08E+00	7.48E-01
TCGA-E2-A1LH-01	2.18E+00	9.72E-01	9.04E-01	2.99E+00	2.36E+00	1.29E+00	3.71E+00	2.38E+00	2.18E+00	3.52E+00
TCGA-E2-A1LI-01	6.59E-01	4.93E-01	4.26E-01	8.72E-01	4.11E-01	2.87E-01	7.95E-01	4.75E-01	4.37E-01	1.06E+00
TCGA-E2-A1LK-01	3.31E-01	0.00E+00	1.51E+00	8.10E-01	8.36E-01	2.87E-01	5.31E-01	1.17E+00	1.05E+00	7.40E-01
TCGA-E2-A1LL-01	4.98E-01	6.67E-02	6.96E-01	1.14E+00	9.68E-01	6.53E-01	9.46E-01	1.17E+00	9.14E-01	1.09E+00
TCGA-E2-A2P6-01	1.54E+00	4.54E+00	1.32E+00	4.93E+00	1.09E+00	7.10E-01	7.94E-01	1.06E+00	1.56E+00	3.21E-01
TCGA-E2-A56Z-01	0.00E+00	4.31E-01	1.21E+00	8.06E-01	9.98E-01	9.74E-01	8.64E-01	1.44E+00	7.85E-01	1.05E+00
TCGA-E2-A570-01	2.00E-01	3.33E-02	9.12E-01	3.77E-01	6.54E-01	4.89E-01	6.86E-01	6.82E-01	7.93E-01	6.88E-01
TCGA-E2-A572-01	4.32E-01	2.37E-01	6.63E-01	5.78E-01	4.41E-01	5.16E-01	2.91E-01	9.00E-01	4.85E-01	5.08E-01
TCGA-E2-A573-01	5.64E-01	2.92E-01	9.41E-01	1.15E+00	1.01E+00	1.04E+00	1.19E+00	8.00E-01	7.44E-01	1.14E+00
TCGA-E2-A574-01	1.19E+00	2.00E+00	1.49E+00	1.96E+00	1.48E+00	5.29E-01	1.46E+00	1.40E+00	1.56E+00	1.44E+00
TCGA-E2-A576-01	3.17E-01	2.70E-01	1.37E+00	1.01E+00	1.08E+00	1.00E-01	9.68E-01	1.07E+00	7.37E-01	1.06E+00
TCGA-E2-A9RU-01	9.47E-01	1.17E+00	1.51E+00	1.24E+00	1.07E+00	8.11E-01	8.75E-01	1.37E+00	1.55E+00	1.13E+00
TCGA-E9-A1N3-01	3.67E-01	1.67E-01	4.86E-01	5.72E-01	9.73E-01	5.97E-01	6.52E-01	1.01E+00	5.14E-01	1.00E+00
TCGA-E9-A1N4-01	5.81E-01	5.65E-01	6.64E-01	6.01E-01	4.73E-01	2.53E-01	3.95E-01	6.96E-01	6.67E-01	2.70E-01
TCGA-E9-A1N5-01	5.08E-01	5.92E-01	6.55E-01	3.51E-01	9.35E-01	7.94E-01	5.08E-01	6.59E-01	4.64E-01	4.58E-01
TCGA-E9-A1N8-01	5.94E-01	3.17E-01	3.72E-01	9.07E-01	5.57E-01	8.08E-01	5.74E-01	4.49E-01	5.47E-01	1.08E+00
TCGA-E9-A1N9-01	4.12E-01	6.12E-01	1.19E+00	1.28E+00	1.09E+00	8.99E-01	1.09E+00	1.38E+00	1.00E+00	1.28E+00
TCGA-E9-A1NA-01	9.24E-01	8.98E-01	1.01E+00	1.28E+00	1.51E+00	9.49E-01	1.43E+00	9.69E-01	1.88E+00	1.38E+00
TCGA-E9-A1NE-01	6.62E-01	4.13E-01	6.67E-01	1.19E+00	1.18E+00	4.14E-01	1.84E+00	8.39E-01	7.83E-01	1.31E+00
TCGA-E9-A1NF-01	5.18E-01	1.22E+00	8.45E-01	1.07E+00	7.20E-01	4.69E-01	7.95E-01	1.08E+00	1.20E+00	6.23E-01
TCGA-E9-A1NG-01	0.00E+00	1.88E-01	5.82E-01	2.92E-01	6.49E-01	3.29E-01	3.09E-01	6.94E-01	5.63E-01	2.87E-01
TCGA-E9-A1NH-01	2.65E-01	2.98E-01	8.93E-01	7.04E-01	6.36E-01	6.11E-01	4.42E-01	1.20E+00	6.23E-01	5.36E-01
TCGA-E9-A1QZ-01	0.00E+00	0.00E+00	4.73E-01	3.69E-01	5.62E-01	3.83E-01	4.23E-01	7.50E-01	4.81E-01	7.34E-01
TCGA-E9-A1R0-01	4.03E-01	6.11E-01	9.58E-01	5.79E-01	6.06E-01	2.00E-01	1.00E-01	6.34E-01	8.23E-01	3.91E-01
TCGA-E9-A1R2-01	6.77E-01	3.41E-01	7.34E-01	8.60E-01	9.70E-01	8.26E-01	9.58E-01	8.41E-01	9.38E-01	1.13E+00
TCGA-E9-A1R3-01	3.33E-02	3.73E-01	4.86E-01	5.84E-01	2.29E-01	4.80E-01	5.63E-01	2.81E-01	4.31E-01	4.52E-01
TCGA-E9-A1R4-01	2.66E+00	2.13E+00	8.97E-01	2.19E+00	1.80E+00	9.00E-01	1.12E+00	6.13E-01	1.21E+00	1.07E+00
TCGA-E9-A1R5-01	4.46E-01	3.91E-01	1.09E+00	7.79E-01	7.27E-01	5.74E-01	8.48E-01	1.35E+00	8.23E-01	8.01E-01
TCGA-E9-A1R6-01	1.91E-01	2.93E-01	1.18E+00	6.00E-01	5.84E-01	4.08E-01	4.83E-01	1.06E+00	9.15E-01	6.12E-01
TCGA-E9-A1R7-01	3.85E-01	5.47E-01	9.30E-01	8.29E-01	1.36E+00	5.56E-01	1.03E+00	1.48E+00	8.73E-01	1.04E+00
TCGA-E9-A1RA-01	0.00E+00	5.46E-01	4.92E-01	4.31E-01	3.70E-01	4.21E-01	4.40E-01	5.92E-01	4.29E-01	5.61E-01
TCGA-E9-A1RB-01	2.74E-01	0.00E+00	7.93E-01	6.98E-01	9.03E-01	6.44E-01	8.41E-01	7.28E-01	5.56E-01	5.89E-01
TCGA-E9-A1RC-01	1.33E-01	7.85E-02	9.22E-01	8.35E-01	8.12E-01	7.91E-01	8.85E-01	9.24E-01	8.41E-01	1.29E+00
TCGA-E9-A1RD-01	3.40E-01	3.79E-01	4.34E-01	3.55E-01	4.47E-01	1.41E-01	6.31E-01	4.28E-01	3.98E-01	4.25E-01
TCGA-E9-A1RE-01	2.12E-01	4.52E-01	1.32E+00	6.67E-01	1.25E+00	6.04E-01	9.51E-01	1.26E+00	1.12E+00	7.89E-01
TCGA-E9-A1RF-01	7.68E-01	5.35E-01	1.14E+00	2.12E+00	1.92E+00	5.08E-01	2.54E+00	1.79E+00	1.49E+00	2.95E+00
TCGA-E9-A1RG-01	5.11E-01	3.94E-01	6.84E-01	6.81E-01	4.57E-01	7.43E-01	8.01E-01	6.01E-01	5.97E-01	5.71E-01
TCGA-E9-A1RH-01	7.31E-01	6.50E-01	1.38E+00	1.49E+00	1.46E+00	9.68E-01	1.47E+00	1.35E+00	1.52E+00	1.60E+00
TCGA-E9-A1RI-01	0.00E+00	5.35E-01	6.16E-01	5.76E-01	4.68E-01	3.35E-01	3.40E-01	6.19E-01	5.25E-01	4.95E-01
TCGA-E9-A226-01	9.26E-01	1.56E+00	8.61E-01	1.46E+00	6.85E-01	4.27E-01	3.39E-01	6.68E-01	1.01E+00	5.82E-01
TCGA-E9-A227-01	2.73E-01	4.47E-01	3.28E-01	4.91E-01	4.41E-01	1.66E-01	7.25E-01	4.58E-01	4.64E-01	3.82E-01
TCGA-E9-A228-01	3.74E-01	8.15E-01	9.18E-01	7.33E-01	7.80E-01	5.07E-01	5.90E-01	6.67E-01	7.36E-01	7.56E-01
TCGA-E9-A229-01	4.67E-01	3.59E-01	8.12E-01	6.17E-01	5.61E-01	4.09E-01	4.94E-01	4.42E-01	5.26E-01	6.99E-01
TCGA-E9-A22A-01	5.66E-01	4.06E-01	5.62E-01	7.35E-01	5.52E-01	4.54E-01	8.50E-01	7.14E-01	3.46E-01	7.34E-01
TCGA-E9-A22B-01	4.88E-01	9.33E-01	1.32E+00	9.36E-01	9.70E-01	5.56E-01	8.88E-01	1.15E+00	8.19E-01	1.00E+00
TCGA-E9-A22D-01	3.01E-01	5.25E-01	9.53E-01	7.56E-01	4.50E-01	2.11E-01	5.32E-01	8.70E-01	8.64E-01	6.77E-01
TCGA-E9-A22E-01	1.20E+00	8.74E-01	9.68E-01	1.99E+00	1.52E+00	8.35E-01	2.05E+00	1.59E+00	1.35E+00	2.20E+00
TCGA-E9-A22G-01	6.45E-01	2.96E-01	6.26E-01	1.36E+00	1.91E+00	1.21E+00	2.54E+00	1.75E+00	1.10E+00	2.48E+00
TCGA-E9-A22H-01	0.00E+00	3.97E-01	6.22E-01	2.99E-01	2.52E-01	3.96E-01	4.79E-01	6.57E-01	3.96E-01	2.33E-01
TCGA-E9-A243-01	9.38E-01	4.56E-01	8.15E-01	1.22E+00	1.22E+00	8.85E-01	1.20E+00	8.06E-01	9.87E-01	1.36E+00
TCGA-E9-A244-01	6.08E-01	4.15E-01	1.50E+00	1.79E+00	1.56E+00	1.13E+00	1.69E+00	2.03E+00	1.33E+00	2.15E+00
TCGA-E9-A245-01	0.00E+00	1.84E-01	2.65E-01	8.08E-01	6.07E-01	3.93E-01	7.39E-01	6.09E-01	6.40E-01	8.87E-01
TCGA-E9-A247-01	2.51E-01	3.33E-02	1.05E+00	4.22E-01	5.36E-01	5.56E-01	5.73E-01	8.31E-01	4.75E-01	4.74E-01
TCGA-E9-A248-01	2.56E-01	4.74E-01	4.68E-01	4.17E-01	5.53E-01	3.20E-01	3.42E-01	4.59E-01	4.99E-01	6.62E-01
TCGA-E9-A249-01	0.00E+00	2.32E-01	6.10E-01	2.58E-01	5.74E-01	5.52E-01	5.58E-01	5.24E-01	5.91E-01	2.67E-01
TCGA-E9-A24A-01	0.00E+00	0.00E+00	6.75E-01	6.98E-01	6.51E-01	1.11E-01	2.19E-01	8.51E-01	6.62E-01	8.08E-01
TCGA-E9-A295-01	3.78E-01	5.15E-01	1.67E+00	2.10E+00	1.53E+00	4.79E-01	1.61E+00	2.52E+00	1.43E+00	2.60E+00
TCGA-E9-A2JS-01	0.00E+00	3.30E-01	1.75E+00	1.11E+00	1.13E+00	5.52E-01	1.17E+00	1.94E+00	1.29E+00	1.51E+00
TCGA-E9-A2JT-01	1.07E+00	9.04E-01	0.00E+00	2.35E-01	4.95E-01	1.30E-01	2.94E-01	2.07E-01	1.96E-01	3.85E-01
TCGA-E9-A3HO-01	4.34E-01	4.33E-01	2.82E-01	1.45E+00	1.21E+00	7.59E-01	1.38E+00	1.63E+00	1.07E+00	2.04E+00
TCGA-E9-A3QA-01	7.98E-01	6.57E-01	5.54E-01	9.03E-01	1.11E+00	1.56E-01	1.30E+00	1.24E+00	6.59E-01	9.73E-01
TCGA-E9-A3X8-01	4.84E-01	3.34E-01	8.42E-01	6.84E-01	6.43E-01	0.00E+00	7.36E-01	9.25E-01	5.80E-01	6.36E-01
TCGA-E9-A54Y-01	4.09E-01	8.17E-01	1.08E+00	8.36E-01	1.04E+00	4.14E-01	3.08E-01	8.31E-01	8.47E-01	7.53E-01
TCGA-E9-A5FK-01	2.60E-01	3.87E-01	6.90E-01	7.25E-01	1.02E+00	4.51E-01	7.80E-01	8.21E-01	7.74E-01	7.20E-01
TCGA-E9-A5FL-01	1.29E+00	6.80E-01	1.30E+00	1.88E+00	1.54E+00	1.07E+00	2.38E+00	1.63E+00	1.19E+00	1.97E+00
TCGA-E9-A5UO-01	2.68E-01	8.51E-02	9.96E-01	5.76E-01	7.40E-01	3.17E-01	5.20E-01	9.29E-01	5.35E-01	6.08E-01
TCGA-E9-A6HE-01	0.00E+00	3.31E-01	7.51E-01	3.65E-01	7.51E-01	5.17E-01	3.36E-01	5.10E-01	4.00E-01	1.77E-01
TCGA-EW-A1IW-01	1.02E+00	1.65E+00	1.20E+00	1.59E+00	1.49E+00	4.16E-01	1.45E+00	1.13E+00	1.16E+00	1.04E+00
TCGA-EW-A1IX-01	8.65E-01	6.75E-01	1.33E-01	6.10E-01	8.05E-01	2.87E-01	6.02E-01	3.23E-01	7.09E-01	5.94E-01
TCGA-EW-A1IY-01	3.31E-01	1.39E+00	4.63E-01	1.24E+00	4.67E-01	4.60E-01	2.49E-01	6.27E-01	1.22E+00	1.87E-01
TCGA-EW-A1IZ-01	0.00E+00	7.12E-01	6.57E+00	1.21E+00	9.87E+00	6.58E+00	6.04E-01	4.95E+00	3.84E+00	8.41E-01
TCGA-EW-A1J1-01	8.42E-02	0.00E+00	6.17E-01	3.73E-01	3.59E-01	1.66E-01	6.89E-01	6.02E-01	5.17E-01	5.95E-01
TCGA-EW-A1J3-01	6.31E-02	5.25E-01	5.11E-01	6.65E-01	4.81E-01	6.91E-01	6.80E-01	6.30E-01	6.94E-01	6.51E-01
TCGA-EW-A1J5-01	7.53E+00	8.42E+00	1.06E+00	1.19E+01	6.22E+00	2.34E-01	9.70E-01	8.10E-01	4.32E+00	1.48E+00
TCGA-EW-A1J6-01	1.24E-01	2.54E-01	9.94E-01	7.65E-01	8.46E-01	7.35E-02	8.37E-01	1.14E+00	5.87E-01	1.05E+00
TCGA-EW-A1OV-01	1.46E+00	2.12E+00	9.12E-01	2.84E+00	9.02E-01	0.00E+00	1.12E+00	8.46E-01	1.12E+00	7.02E-01
TCGA-EW-A1OX-01	3.09E-01	2.90E-01	3.78E-01	4.66E-01	4.84E-01	7.35E-02	5.01E-01	4.72E-01	3.02E-01	5.14E-01
TCGA-EW-A1OZ-01	5.56E-01	7.10E-01	1.29E+00	7.09E-01	6.92E-01	9.68E-01	8.68E-01	1.19E+00	7.60E-01	1.13E+00
TCGA-EW-A1P0-01	2.20E-01	0.00E+00	4.81E-01	4.27E-01	6.79E-01	5.37E-01	5.65E-01	7.43E-01	6.30E-01	6.62E-01
TCGA-EW-A1P1-01	0.00E+00	0.00E+00	1.23E-01	3.33E-02	7.93E-02	0.00E+00	1.98E-01	2.12E-01	6.67E-02	1.38E-01
TCGA-EW-A1P3-01	7.93E-02	4.59E-01	8.47E-01	6.59E-01	7.84E-01	4.31E-01	4.11E-01	9.51E-01	5.69E-01	4.40E-01
TCGA-EW-A1P4-01	5.17E-01	2.31E-01	1.25E+00	1.70E+00	1.14E+00	1.02E+00	1.34E+00	1.14E+00	1.32E+00	1.36E+00
TCGA-EW-A1P5-01	2.02E-01	0.00E+00	5.37E-01	3.86E-01	3.70E-01	1.37E-01	3.03E-01	5.14E-01	3.75E-01	3.35E-01
TCGA-EW-A1P6-01	0.00E+00	3.08E-01	6.77E-01	5.11E-01	4.98E-01	3.66E-01	1.53E-01	1.01E+00	5.39E-01	2.66E-01
TCGA-EW-A1P7-01	3.33E-02	0.00E+00	3.44E-01	2.57E-01	8.29E-01	3.77E-01	7.96E-01	3.91E-01	3.30E-01	6.81E-01
TCGA-EW-A1P8-01	2.15E-01	3.02E-01	7.29E-01	7.85E-01	6.92E-01	5.75E-01	9.34E-01	3.10E-01	8.78E-01	6.05E-01
TCGA-EW-A1PA-01	4.36E-01	6.29E-01	5.00E-01	8.03E-01	5.89E-01	4.77E-01	6.86E-01	6.92E-01	9.05E-01	8.34E-01
TCGA-EW-A1PB-01	2.39E+00	1.29E+00	7.93E-01	2.38E+00	1.76E+00	4.60E-01	2.22E+00	1.38E+00	1.53E+00	2.56E+00
TCGA-EW-A1PD-01	1.06E+00	8.03E-01	4.73E-01	1.12E+00	9.93E-01	8.68E-01	1.75E+00	1.22E+00	1.48E+00	1.41E+00
TCGA-EW-A1PE-01	1.61E-01	4.75E-01	7.25E-01	5.44E-01	9.24E-01	6.36E-01	7.37E-01	4.64E-01	7.90E-01	6.86E-01
TCGA-EW-A1PG-01	0.00E+00	2.55E-01	3.43E-01	2.73E-01	1.91E-01	2.90E-01	0.00E+00	3.25E-01	4.99E-01	2.43E-01
TCGA-EW-A1PH-01	5.00E-01	5.08E-01	1.06E+00	8.15E-01	6.65E-01	7.45E-01	7.90E-01	8.79E-01	8.96E-01	8.27E-01
TCGA-EW-A2FR-01	6.43E-01	6.71E-01	1.08E+00	6.55E-01	1.03E+00	2.70E-01	7.71E-01	9.96E-01	6.32E-01	6.94E-01
TCGA-EW-A2FS-01	2.45E-01	1.55E-01	9.44E-01	5.73E-01	1.13E+00	1.14E+00	4.51E-01	9.64E-01	8.54E-01	9.53E-01
TCGA-EW-A2FV-01	0.00E+00	4.80E-01	7.30E-01	6.52E-01	6.34E-01	3.64E-01	4.72E-01	1.05E+00	9.28E-01	7.21E-01
TCGA-EW-A2FW-01	0.00E+00	3.16E-01	6.21E-01	3.55E-01	4.76E-01	2.50E-01	2.93E-01	5.03E-01	2.53E-01	4.22E-01
TCGA-EW-A423-01	8.34E-01	1.06E+00	1.01E+00	1.22E+00	1.02E+00	5.76E-01	1.26E+00	9.02E-01	1.23E+00	9.32E-01
TCGA-EW-A6S9-01	3.67E-01	3.57E-01	5.92E-01	5.66E-01	5.16E-01	3.38E-01	4.55E-01	5.14E-01	4.94E-01	4.33E-01
TCGA-EW-A6SA-01	6.99E-01	9.73E-01	1.54E+00	1.50E+00	1.80E+00	1.21E+00	1.57E+00	1.71E+00	1.90E+00	1.34E+00
TCGA-EW-A6SB-01	4.15E-01	3.74E-01	1.18E+00	1.21E+00	1.01E+00	1.12E+00	1.24E+00	1.51E+00	9.23E-01	9.54E-01
TCGA-EW-A6SC-01	0.00E+00	5.09E-01	1.05E+00	3.66E-01	1.03E+00	7.66E-01	6.77E-01	6.13E-01	5.15E-01	6.32E-01
TCGA-EW-A6SD-01	1.11E+00	1.16E+00	8.83E-01	5.41E-01	7.51E-01	7.52E-01	6.22E-01	6.09E-01	8.98E-01	5.73E-01
TCGA-GI-A2C8-01	1.26E+00	8.18E-01	1.18E+00	1.82E+00	1.48E+00	9.01E-01	1.79E+00	1.64E+00	1.84E+00	2.31E+00
TCGA-GM-A2D9-01	8.10E+00	1.12E+01	1.48E+00	1.51E+01	7.48E+00	9.45E-01	6.32E-01	1.21E+00	5.09E+00	2.10E+00
TCGA-GM-A2DA-01	5.75E-01	4.57E-01	1.07E+00	4.86E-01	8.16E-01	3.38E-01	6.55E-01	1.13E+00	5.75E-01	5.54E-01
TCGA-GM-A2DB-01	5.52E-01	4.44E-01	1.03E+00	2.45E+00	1.66E+00	8.59E-01	1.27E+00	1.93E+00	1.26E+00	2.40E+00
TCGA-GM-A2DC-01	0.00E+00	2.17E-01	7.78E-01	5.54E-01	8.20E-01	0.00E+00	3.36E-01	7.85E-01	6.15E-01	5.51E-01
TCGA-GM-A2DD-01	4.77E-01	3.84E-01	9.73E-01	8.26E-01	1.10E+00	8.59E-01	1.25E+00	9.74E-01	1.02E+00	6.81E-01
TCGA-GM-A2DF-01	5.50E-01	4.64E-01	9.80E-01	7.21E-01	1.09E+00	5.80E-01	8.89E-01	1.08E+00	9.35E-01	6.66E-01
TCGA-GM-A2DH-01	3.31E+00	1.37E+00	1.19E+00	1.49E+00	2.73E+00	7.30E-01	2.13E+00	2.33E+00	1.53E+00	2.39E+00
TCGA-GM-A2DI-01	1.61E+00	1.48E+00	7.42E-01	2.07E+00	8.45E-01	0.00E+00	0.00E+00	5.79E-01	1.69E+00	1.04E-01
TCGA-GM-A2DK-01	2.50E-01	4.46E-01	5.70E-01	8.56E-01	6.91E-01	6.06E-01	3.06E-01	8.40E-01	7.16E-01	8.04E-01
TCGA-GM-A2DL-01	4.50E-01	6.79E-01	6.84E-01	7.82E-01	7.65E-01	3.63E-01	8.15E-01	8.84E-01	8.90E-01	7.85E-01
TCGA-GM-A2DM-01	1.24E-01	4.84E-01	3.54E-01	7.07E-01	5.24E-01	8.17E-01	5.44E-01	5.88E-01	5.39E-01	6.77E-01
TCGA-GM-A2DN-01	0.00E+00	3.98E-01	5.04E-01	5.10E-01	2.71E-01	4.67E-01	4.23E-01	4.76E-01	3.49E-01	4.86E-01
TCGA-GM-A2DO-01	2.74E+00	4.14E+00	6.95E-01	4.70E+00	2.48E+00	5.39E-01	9.89E-01	6.55E-01	1.99E+00	7.54E-01
TCGA-GM-A3NW-01	1.79E+00	1.18E+00	8.50E-01	1.39E+00	1.40E+00	1.56E-01	6.79E-01	9.50E-01	1.00E+00	5.49E-01
TCGA-GM-A3XL-01	1.34E+00	6.17E-01	8.63E-01	2.16E+00	1.55E+00	7.91E-01	2.44E+00	1.38E+00	1.36E+00	1.76E+00
TCGA-GM-A4E0-01	0.00E+00	2.21E-01	9.55E-01	5.02E-01	6.75E-01	3.18E-01	6.53E-01	1.04E+00	6.70E-01	7.60E-01
TCGA-GM-A5PV-01	2.78E-01	5.42E-01	5.72E-01	6.73E-01	7.70E-01	5.74E-01	8.57E-01	7.73E-01	6.52E-01	9.59E-01
